ROW_ID,BANK_ID,COUNTRY_CODE,DATE_ID,INDICATOR_ID,VALUE,SOURCE,REFERENCE_DATE
1157,77,LU,9,15,0.549912,RISK_DASHBOARD,2020-03-31
1158,77,LU,10,15,0.550966,RISK_DASHBOARD,2020-06-30
1159,77,LU,11,15,0.594653,RISK_DASHBOARD,2020-09-30
1160,77,LU,12,15,0.571763,RISK_DASHBOARD,2020-12-31
1161,77,LU,13,15,0.606645,RISK_DASHBOARD,2021-03-31
1162,77,LU,14,15,0.535905,RISK_DASHBOARD,2021-06-30
1163,77,LU,15,15,0.567634,RISK_DASHBOARD,2021-09-30
1164,77,LU,16,15,0.599532,RISK_DASHBOARD,2021-12-31
1165,77,LU,17,15,0.571572,RISK_DASHBOARD,2022-03-31
1166,77,LU,18,15,0.6137,RISK_DASHBOARD,2022-06-30
1167,77,LU,19,15,0.513064,RISK_DASHBOARD,2022-09-30
1168,77,LU,20,15,0.608562,RISK_DASHBOARD,2022-12-31
1169,77,LU,21,15,0.625958,RISK_DASHBOARD,2023-03-31
1170,77,LU,22,15,0.606921,RISK_DASHBOARD,2023-06-30
1171,77,LU,23,15,0.59444,RISK_DASHBOARD,2023-09-30
1172,77,LU,24,15,0.561045,RISK_DASHBOARD,2023-12-31
1173,77,LU,25,15,0.538075,RISK_DASHBOARD,2024-03-31
1174,77,LU,26,15,0.601917,RISK_DASHBOARD,2024-06-30
1175,77,LU,27,15,0.556509,RISK_DASHBOARD,2024-09-30
1176,77,LU,28,15,0.52604,RISK_DASHBOARD,2024-12-31
1177,78,LV,1,15,0.579162,RISK_DASHBOARD,2018-03-31
1178,78,LV,2,15,0.56597,RISK_DASHBOARD,2018-06-30
1179,78,LV,3,15,0.554049,RISK_DASHBOARD,2018-09-30
1180,78,LV,4,15,0.615233,RISK_DASHBOARD,2018-12-31
1181,78,LV,5,15,0.566366,RISK_DASHBOARD,2019-03-31
1182,78,LV,6,15,0.646822,RISK_DASHBOARD,2019-06-30
1183,78,LV,7,15,0.591134,RISK_DASHBOARD,2019-09-30
1184,78,LV,8,15,0.543906,RISK_DASHBOARD,2019-12-31
1185,78,LV,9,15,0.5435,RISK_DASHBOARD,2020-03-31
1186,78,LV,10,15,0.62323,RISK_DASHBOARD,2020-06-30
1187,78,LV,11,15,0.63572,RISK_DASHBOARD,2020-09-30
1188,78,LV,12,15,0.646636,RISK_DASHBOARD,2020-12-31
1189,78,LV,13,15,0.647342,RISK_DASHBOARD,2021-03-31
1190,78,LV,14,15,0.532135,RISK_DASHBOARD,2021-06-30
1191,78,LV,15,15,0.64414,RISK_DASHBOARD,2021-09-30
1192,78,LV,16,15,0.558442,RISK_DASHBOARD,2021-12-31
1193,78,LV,17,15,0.591712,RISK_DASHBOARD,2022-03-31
1194,78,LV,18,15,0.631442,RISK_DASHBOARD,2022-06-30
1195,78,LV,19,15,0.639593,RISK_DASHBOARD,2022-09-30
1196,78,LV,20,15,0.540099,RISK_DASHBOARD,2022-12-31
1197,78,LV,21,15,0.558713,RISK_DASHBOARD,2023-03-31
1198,78,LV,22,15,0.572858,RISK_DASHBOARD,2023-06-30
1199,78,LV,23,15,0.543886,RISK_DASHBOARD,2023-09-30
1200,78,LV,24,15,0.568967,RISK_DASHBOARD,2023-12-31
1201,78,LV,25,15,0.605334,RISK_DASHBOARD,2024-03-31
1202,78,LV,26,15,0.60535,RISK_DASHBOARD,2024-06-30
1203,78,LV,27,15,0.594352,RISK_DASHBOARD,2024-09-30
1204,78,LV,28,15,0.578555,RISK_DASHBOARD,2024-12-31
1205,79,MT,1,15,0.555538,RISK_DASHBOARD,2018-03-31
1206,79,MT,2,15,0.632078,RISK_DASHBOARD,2018-06-30
1207,79,MT,3,15,0.546301,RISK_DASHBOARD,2018-09-30
1208,79,MT,4,15,0.590784,RISK_DASHBOARD,2018-12-31
1209,79,MT,5,15,0.593822,RISK_DASHBOARD,2019-03-31
1210,79,MT,6,15,0.543351,RISK_DASHBOARD,2019-06-30
1211,79,MT,7,15,0.616801,RISK_DASHBOARD,2019-09-30
1212,79,MT,8,15,0.537884,RISK_DASHBOARD,2019-12-31
1213,79,MT,9,15,0.572147,RISK_DASHBOARD,2020-03-31
1214,79,MT,10,15,0.547354,RISK_DASHBOARD,2020-06-30
1215,79,MT,11,15,0.584681,RISK_DASHBOARD,2020-09-30
1216,79,MT,12,15,0.644944,RISK_DASHBOARD,2020-12-31
1217,79,MT,13,15,0.570065,RISK_DASHBOARD,2021-03-31
1218,79,MT,14,15,0.589327,RISK_DASHBOARD,2021-06-30
1219,79,MT,15,15,0.594379,RISK_DASHBOARD,2021-09-30
1220,79,MT,16,15,0.630541,RISK_DASHBOARD,2021-12-31
1221,79,MT,17,15,0.586103,RISK_DASHBOARD,2022-03-31
1222,79,MT,18,15,0.607322,RISK_DASHBOARD,2022-06-30
1223,79,MT,19,15,0.615139,RISK_DASHBOARD,2022-09-30
1224,79,MT,20,15,0.556699,RISK_DASHBOARD,2022-12-31
1225,79,MT,21,15,0.553995,RISK_DASHBOARD,2023-03-31
1226,79,MT,22,15,0.540687,RISK_DASHBOARD,2023-06-30
1227,79,MT,23,15,0.570346,RISK_DASHBOARD,2023-09-30
1228,79,MT,24,15,0.596001,RISK_DASHBOARD,2023-12-31
1229,79,MT,25,15,0.631003,RISK_DASHBOARD,2024-03-31
1230,79,MT,26,15,0.595565,RISK_DASHBOARD,2024-06-30
1231,79,MT,27,15,0.533849,RISK_DASHBOARD,2024-09-30
1232,79,MT,28,15,0.586537,RISK_DASHBOARD,2024-12-31
1233,80,NL,1,15,0.623341,RISK_DASHBOARD,2018-03-31
1234,80,NL,2,15,0.602225,RISK_DASHBOARD,2018-06-30
1235,80,NL,3,15,0.589752,RISK_DASHBOARD,2018-09-30
1236,80,NL,4,15,0.632297,RISK_DASHBOARD,2018-12-31
1237,80,NL,5,15,0.561338,RISK_DASHBOARD,2019-03-31
1238,80,NL,6,15,0.655112,RISK_DASHBOARD,2019-06-30
1239,80,NL,7,15,0.554383,RISK_DASHBOARD,2019-09-30
1240,80,NL,8,15,0.652764,RISK_DASHBOARD,2019-12-31
1241,80,NL,9,15,0.566372,RISK_DASHBOARD,2020-03-31
1242,80,NL,10,15,0.561182,RISK_DASHBOARD,2020-06-30
1243,80,NL,11,15,0.630905,RISK_DASHBOARD,2020-09-30
1244,80,NL,12,15,0.648394,RISK_DASHBOARD,2020-12-31
1245,80,NL,13,15,0.636829,RISK_DASHBOARD,2021-03-31
1246,80,NL,14,15,0.582542,RISK_DASHBOARD,2021-06-30
1247,80,NL,15,15,0.556433,RISK_DASHBOARD,2021-09-30
1248,80,NL,16,15,0.548555,RISK_DASHBOARD,2021-12-31
1249,80,NL,17,15,0.589398,RISK_DASHBOARD,2022-03-31
1250,80,NL,18,15,0.599151,RISK_DASHBOARD,2022-06-30
1251,80,NL,19,15,0.581118,RISK_DASHBOARD,2022-09-30
1252,80,NL,20,15,0.609225,RISK_DASHBOARD,2022-12-31
1253,80,NL,21,15,0.545377,RISK_DASHBOARD,2023-03-31
1254,80,NL,22,15,0.575931,RISK_DASHBOARD,2023-06-30
1255,80,NL,23,15,0.610546,RISK_DASHBOARD,2023-09-30
1256,80,NL,24,15,0.556767,RISK_DASHBOARD,2023-12-31
1257,80,NL,25,15,0.557875,RISK_DASHBOARD,2024-03-31
1258,80,NL,26,15,0.60672,RISK_DASHBOARD,2024-06-30
1259,80,NL,27,15,0.657266,RISK_DASHBOARD,2024-09-30
1260,80,NL,28,15,0.638441,RISK_DASHBOARD,2024-12-31
1261,81,NO,1,15,0.618974,RISK_DASHBOARD,2018-03-31
1262,81,NO,2,15,0.621701,RISK_DASHBOARD,2018-06-30
1263,81,NO,3,15,0.588383,RISK_DASHBOARD,2018-09-30
1264,81,NO,4,15,0.60626,RISK_DASHBOARD,2018-12-31
1265,81,NO,5,15,0.62991,RISK_DASHBOARD,2019-03-31
1266,81,NO,6,15,0.575503,RISK_DASHBOARD,2019-06-30
1267,81,NO,7,15,0.525007,RISK_DASHBOARD,2019-09-30
1268,81,NO,8,15,0.61573,RISK_DASHBOARD,2019-12-31
1269,81,NO,9,15,0.590598,RISK_DASHBOARD,2020-03-31
1270,81,NO,10,15,0.522881,RISK_DASHBOARD,2020-06-30
1271,81,NO,11,15,0.632512,RISK_DASHBOARD,2020-09-30
1272,81,NO,12,15,0.562682,RISK_DASHBOARD,2020-12-31
1273,81,NO,13,15,0.589994,RISK_DASHBOARD,2021-03-31
1274,81,NO,14,15,0.630316,RISK_DASHBOARD,2021-06-30
1275,81,NO,15,15,0.589961,RISK_DASHBOARD,2021-09-30
1276,81,NO,16,15,0.52133,RISK_DASHBOARD,2021-12-31
1277,81,NO,17,15,0.593179,RISK_DASHBOARD,2022-03-31
1278,81,NO,18,15,0.545172,RISK_DASHBOARD,2022-06-30
1279,81,NO,19,15,0.529519,RISK_DASHBOARD,2022-09-30
1280,81,NO,20,15,0.605489,RISK_DASHBOARD,2022-12-31
1281,81,NO,21,15,0.528145,RISK_DASHBOARD,2023-03-31
1282,81,NO,22,15,0.621962,RISK_DASHBOARD,2023-06-30
1283,81,NO,23,15,0.580161,RISK_DASHBOARD,2023-09-30
1284,81,NO,24,15,0.599924,RISK_DASHBOARD,2023-12-31
1285,81,NO,25,15,0.559412,RISK_DASHBOARD,2024-03-31
1286,81,NO,26,15,0.616871,RISK_DASHBOARD,2024-06-30
1287,81,NO,27,15,0.519703,RISK_DASHBOARD,2024-09-30
1288,81,NO,28,15,0.53949,RISK_DASHBOARD,2024-12-31
1289,82,PL,1,15,0.555715,RISK_DASHBOARD,2018-03-31
1290,82,PL,2,15,0.603147,RISK_DASHBOARD,2018-06-30
1291,82,PL,3,15,0.561166,RISK_DASHBOARD,2018-09-30
1292,82,PL,4,15,0.612491,RISK_DASHBOARD,2018-12-31
1293,82,PL,5,15,0.603635,RISK_DASHBOARD,2019-03-31
1294,82,PL,6,15,0.522132,RISK_DASHBOARD,2019-06-30
1295,82,PL,7,15,0.584904,RISK_DASHBOARD,2019-09-30
1296,82,PL,8,15,0.588481,RISK_DASHBOARD,2019-12-31
1297,82,PL,9,15,0.575583,RISK_DASHBOARD,2020-03-31
1298,82,PL,10,15,0.615447,RISK_DASHBOARD,2020-06-30
1299,82,PL,11,15,0.537094,RISK_DASHBOARD,2020-09-30
1300,82,PL,12,15,0.582362,RISK_DASHBOARD,2020-12-31
1301,82,PL,13,15,0.58911,RISK_DASHBOARD,2021-03-31
1302,82,PL,14,15,0.610195,RISK_DASHBOARD,2021-06-30
1303,82,PL,15,15,0.620589,RISK_DASHBOARD,2021-09-30
1304,82,PL,16,15,0.563951,RISK_DASHBOARD,2021-12-31
1305,82,PL,17,15,0.545416,RISK_DASHBOARD,2022-03-31
1306,82,PL,18,15,0.557669,RISK_DASHBOARD,2022-06-30
1307,82,PL,19,15,0.558318,RISK_DASHBOARD,2022-09-30
1308,82,PL,20,15,0.616575,RISK_DASHBOARD,2022-12-31
1309,82,PL,21,15,0.572325,RISK_DASHBOARD,2023-03-31
1310,82,PL,22,15,0.566519,RISK_DASHBOARD,2023-06-30
1311,82,PL,23,15,0.615952,RISK_DASHBOARD,2023-09-30
1312,82,PL,24,15,0.590078,RISK_DASHBOARD,2023-12-31
1313,82,PL,25,15,0.596816,RISK_DASHBOARD,2024-03-31
1314,82,PL,26,15,0.591562,RISK_DASHBOARD,2024-06-30
1315,82,PL,27,15,0.636575,RISK_DASHBOARD,2024-09-30
1316,82,PL,28,15,0.574516,RISK_DASHBOARD,2024-12-31
1317,83,PT,1,15,0.575863,RISK_DASHBOARD,2018-03-31
1318,83,PT,2,15,0.643204,RISK_DASHBOARD,2018-06-30
1319,83,PT,3,15,0.545664,RISK_DASHBOARD,2018-09-30
1320,83,PT,4,15,0.539103,RISK_DASHBOARD,2018-12-31
1321,83,PT,5,15,0.621515,RISK_DASHBOARD,2019-03-31
1322,83,PT,6,15,0.568107,RISK_DASHBOARD,2019-06-30
1323,83,PT,7,15,0.611864,RISK_DASHBOARD,2019-09-30
1324,83,PT,8,15,0.559681,RISK_DASHBOARD,2019-12-31
1325,83,PT,9,15,0.653593,RISK_DASHBOARD,2020-03-31
1326,83,PT,10,15,0.539853,RISK_DASHBOARD,2020-06-30
1327,83,PT,11,15,0.633342,RISK_DASHBOARD,2020-09-30
1328,83,PT,12,15,0.619323,RISK_DASHBOARD,2020-12-31
1329,83,PT,13,15,0.642521,RISK_DASHBOARD,2021-03-31
1330,83,PT,14,15,0.647002,RISK_DASHBOARD,2021-06-30
1331,83,PT,15,15,0.657581,RISK_DASHBOARD,2021-09-30
1332,83,PT,16,15,0.543853,RISK_DASHBOARD,2021-12-31
1333,83,PT,17,15,0.551734,RISK_DASHBOARD,2022-03-31
1334,83,PT,18,15,0.539108,RISK_DASHBOARD,2022-06-30
1335,83,PT,19,15,0.557614,RISK_DASHBOARD,2022-09-30
1336,83,PT,20,15,0.618155,RISK_DASHBOARD,2022-12-31
1337,83,PT,21,15,0.602315,RISK_DASHBOARD,2023-03-31
1338,83,PT,22,15,0.553945,RISK_DASHBOARD,2023-06-30
1339,83,PT,23,15,0.627027,RISK_DASHBOARD,2023-09-30
1340,83,PT,24,15,0.612541,RISK_DASHBOARD,2023-12-31
1341,83,PT,25,15,0.558582,RISK_DASHBOARD,2024-03-31
1342,83,PT,26,15,0.600732,RISK_DASHBOARD,2024-06-30
1343,83,PT,27,15,0.59682,RISK_DASHBOARD,2024-09-30
1344,83,PT,28,15,0.567696,RISK_DASHBOARD,2024-12-31
1345,84,RO,1,15,0.608442,RISK_DASHBOARD,2018-03-31
1346,84,RO,2,15,0.569133,RISK_DASHBOARD,2018-06-30
1347,84,RO,3,15,0.658336,RISK_DASHBOARD,2018-09-30
1348,84,RO,4,15,0.607311,RISK_DASHBOARD,2018-12-31
1349,84,RO,5,15,0.626855,RISK_DASHBOARD,2019-03-31
1350,84,RO,6,15,0.557467,RISK_DASHBOARD,2019-06-30
1351,84,RO,7,15,0.65959,RISK_DASHBOARD,2019-09-30
1352,84,RO,8,15,0.582307,RISK_DASHBOARD,2019-12-31
1353,84,RO,9,15,0.650551,RISK_DASHBOARD,2020-03-31
1354,84,RO,10,15,0.573715,RISK_DASHBOARD,2020-06-30
1355,84,RO,11,15,0.576566,RISK_DASHBOARD,2020-09-30
1356,84,RO,12,15,0.545288,RISK_DASHBOARD,2020-12-31
1357,84,RO,13,15,0.563586,RISK_DASHBOARD,2021-03-31
1358,84,RO,14,15,0.634246,RISK_DASHBOARD,2021-06-30
1359,84,RO,15,15,0.599602,RISK_DASHBOARD,2021-09-30
1360,84,RO,16,15,0.580844,RISK_DASHBOARD,2021-12-31
1361,84,RO,17,15,0.57508,RISK_DASHBOARD,2022-03-31
1362,84,RO,18,15,0.658945,RISK_DASHBOARD,2022-06-30
1363,84,RO,19,15,0.62984,RISK_DASHBOARD,2022-09-30
1364,84,RO,20,15,0.575783,RISK_DASHBOARD,2022-12-31
1365,84,RO,21,15,0.646306,RISK_DASHBOARD,2023-03-31
1366,84,RO,22,15,0.62381,RISK_DASHBOARD,2023-06-30
1367,84,RO,23,15,0.610441,RISK_DASHBOARD,2023-09-30
1368,84,RO,24,15,0.652003,RISK_DASHBOARD,2023-12-31
1369,84,RO,25,15,0.643295,RISK_DASHBOARD,2024-03-31
1370,84,RO,26,15,0.640859,RISK_DASHBOARD,2024-06-30
1371,84,RO,27,15,0.647808,RISK_DASHBOARD,2024-09-30
1372,84,RO,28,15,0.60725,RISK_DASHBOARD,2024-12-31
1373,85,SE,1,15,0.541164,RISK_DASHBOARD,2018-03-31
1374,85,SE,2,15,0.520016,RISK_DASHBOARD,2018-06-30
1375,85,SE,3,15,0.574204,RISK_DASHBOARD,2018-09-30
1376,85,SE,4,15,0.52181,RISK_DASHBOARD,2018-12-31
1377,85,SE,5,15,0.571781,RISK_DASHBOARD,2019-03-31
1378,85,SE,6,15,0.553482,RISK_DASHBOARD,2019-06-30
1379,85,SE,7,15,0.61031,RISK_DASHBOARD,2019-09-30
1380,85,SE,8,15,0.583587,RISK_DASHBOARD,2019-12-31
1381,85,SE,9,15,0.519053,RISK_DASHBOARD,2020-03-31
1382,85,SE,10,15,0.528911,RISK_DASHBOARD,2020-06-30
1383,85,SE,11,15,0.583969,RISK_DASHBOARD,2020-09-30
1384,85,SE,12,15,0.550576,RISK_DASHBOARD,2020-12-31
1385,85,SE,13,15,0.54795,RISK_DASHBOARD,2021-03-31
1386,85,SE,14,15,0.595528,RISK_DASHBOARD,2021-06-30
1387,85,SE,15,15,0.591612,RISK_DASHBOARD,2021-09-30
1388,85,SE,16,15,0.530087,RISK_DASHBOARD,2021-12-31
1389,85,SE,17,15,0.553089,RISK_DASHBOARD,2022-03-31
1390,85,SE,18,15,0.524776,RISK_DASHBOARD,2022-06-30
1391,85,SE,19,15,0.607754,RISK_DASHBOARD,2022-09-30
1392,85,SE,20,15,0.519977,RISK_DASHBOARD,2022-12-31
1393,85,SE,21,15,0.587314,RISK_DASHBOARD,2023-03-31
1394,85,SE,22,15,0.584624,RISK_DASHBOARD,2023-06-30
1395,85,SE,23,15,0.561882,RISK_DASHBOARD,2023-09-30
1396,85,SE,24,15,0.525104,RISK_DASHBOARD,2023-12-31
1397,85,SE,25,15,0.528976,RISK_DASHBOARD,2024-03-31
1398,85,SE,26,15,0.59956,RISK_DASHBOARD,2024-06-30
1399,85,SE,27,15,0.543817,RISK_DASHBOARD,2024-09-30
1400,85,SE,28,15,0.542891,RISK_DASHBOARD,2024-12-31
1401,86,SI,1,15,0.609257,RISK_DASHBOARD,2018-03-31
1402,86,SI,2,15,0.552469,RISK_DASHBOARD,2018-06-30
1403,86,SI,3,15,0.633016,RISK_DASHBOARD,2018-09-30
1404,86,SI,4,15,0.602124,RISK_DASHBOARD,2018-12-31
1405,86,SI,5,15,0.55562,RISK_DASHBOARD,2019-03-31
1406,86,SI,6,15,0.550898,RISK_DASHBOARD,2019-06-30
1407,86,SI,7,15,0.623612,RISK_DASHBOARD,2019-09-30
1408,86,SI,8,15,0.614519,RISK_DASHBOARD,2019-12-31
1409,86,SI,9,15,0.558082,RISK_DASHBOARD,2020-03-31
1410,86,SI,10,15,0.603685,RISK_DASHBOARD,2020-06-30
1411,86,SI,11,15,0.552756,RISK_DASHBOARD,2020-09-30
1412,86,SI,12,15,0.634628,RISK_DASHBOARD,2020-12-31
1413,86,SI,13,15,0.584836,RISK_DASHBOARD,2021-03-31
1414,86,SI,14,15,0.549456,RISK_DASHBOARD,2021-06-30
1415,86,SI,15,15,0.525755,RISK_DASHBOARD,2021-09-30
1416,86,SI,16,15,0.614539,RISK_DASHBOARD,2021-12-31
1417,86,SI,17,15,0.589732,RISK_DASHBOARD,2022-03-31
1418,86,SI,18,15,0.536893,RISK_DASHBOARD,2022-06-30
1419,86,SI,19,15,0.639519,RISK_DASHBOARD,2022-09-30
1420,86,SI,20,15,0.581818,RISK_DASHBOARD,2022-12-31
1421,86,SI,21,15,0.566014,RISK_DASHBOARD,2023-03-31
1422,86,SI,22,15,0.550604,RISK_DASHBOARD,2023-06-30
1423,86,SI,23,15,0.618557,RISK_DASHBOARD,2023-09-30
1424,86,SI,24,15,0.61501,RISK_DASHBOARD,2023-12-31
1425,86,SI,25,15,0.631348,RISK_DASHBOARD,2024-03-31
1426,86,SI,26,15,0.544072,RISK_DASHBOARD,2024-06-30
1427,86,SI,27,15,0.597076,RISK_DASHBOARD,2024-09-30
1428,86,SI,28,15,0.600777,RISK_DASHBOARD,2024-12-31
1429,87,SK,1,15,0.614914,RISK_DASHBOARD,2018-03-31
1430,87,SK,2,15,0.586265,RISK_DASHBOARD,2018-06-30
1431,87,SK,3,15,0.57601,RISK_DASHBOARD,2018-09-30
1432,87,SK,4,15,0.620853,RISK_DASHBOARD,2018-12-31
1433,87,SK,5,15,0.616557,RISK_DASHBOARD,2019-03-31
1434,87,SK,6,15,0.628987,RISK_DASHBOARD,2019-06-30
1435,87,SK,7,15,0.627901,RISK_DASHBOARD,2019-09-30
1436,87,SK,8,15,0.564198,RISK_DASHBOARD,2019-12-31
1437,87,SK,9,15,0.632682,RISK_DASHBOARD,2020-03-31
1438,87,SK,10,15,0.578133,RISK_DASHBOARD,2020-06-30
1439,87,SK,11,15,0.600732,RISK_DASHBOARD,2020-09-30
1440,87,SK,12,15,0.572436,RISK_DASHBOARD,2020-12-31
1441,87,SK,13,15,0.560208,RISK_DASHBOARD,2021-03-31
1442,87,SK,14,15,0.6137,RISK_DASHBOARD,2021-06-30
1443,87,SK,15,15,0.536321,RISK_DASHBOARD,2021-09-30
1444,87,SK,16,15,0.594402,RISK_DASHBOARD,2021-12-31
1445,87,SK,17,15,0.524421,RISK_DASHBOARD,2022-03-31
1446,87,SK,18,15,0.6382,RISK_DASHBOARD,2022-06-30
1447,87,SK,19,15,0.571107,RISK_DASHBOARD,2022-09-30
1448,87,SK,20,15,0.533849,RISK_DASHBOARD,2022-12-31
1449,87,SK,21,15,0.519289,RISK_DASHBOARD,2023-03-31
1450,87,SK,22,15,0.580126,RISK_DASHBOARD,2023-06-30
1451,87,SK,23,15,0.630147,RISK_DASHBOARD,2023-09-30
1452,87,SK,24,15,0.610918,RISK_DASHBOARD,2023-12-31
1453,87,SK,25,15,0.523139,RISK_DASHBOARD,2024-03-31
1454,87,SK,26,15,0.52331,RISK_DASHBOARD,2024-06-30
1455,87,SK,27,15,0.558409,RISK_DASHBOARD,2024-09-30
1456,87,SK,28,15,0.622324,RISK_DASHBOARD,2024-12-31
1457,62,AT,1,8,1.567481,RISK_DASHBOARD,2018-03-31
1458,62,AT,2,8,1.497517,RISK_DASHBOARD,2018-06-30
1459,62,AT,3,8,1.473876,RISK_DASHBOARD,2018-09-30
1460,62,AT,4,8,1.627838,RISK_DASHBOARD,2018-12-31
1461,62,AT,5,8,1.632606,RISK_DASHBOARD,2019-03-31
1462,62,AT,6,8,1.750612,RISK_DASHBOARD,2019-06-30
1463,62,AT,7,8,1.364831,RISK_DASHBOARD,2019-09-30
1464,62,AT,8,8,1.629554,RISK_DASHBOARD,2019-12-31
1465,62,AT,9,8,1.674232,RISK_DASHBOARD,2020-03-31
1466,62,AT,10,8,1.452644,RISK_DASHBOARD,2020-06-30
1467,62,AT,11,8,1.803323,RISK_DASHBOARD,2020-09-30
1468,62,AT,12,8,1.439864,RISK_DASHBOARD,2020-12-31
1469,62,AT,13,8,1.615677,RISK_DASHBOARD,2021-03-31
1470,62,AT,14,8,1.876378,RISK_DASHBOARD,2021-06-30
1471,62,AT,15,8,1.850925,RISK_DASHBOARD,2021-09-30
1472,62,AT,16,8,1.626651,RISK_DASHBOARD,2021-12-31
1473,62,AT,17,8,1.809885,RISK_DASHBOARD,2022-03-31
1474,62,AT,18,8,1.751494,RISK_DASHBOARD,2022-06-30
1475,62,AT,19,8,1.57212,RISK_DASHBOARD,2022-09-30
1476,62,AT,20,8,1.65927,RISK_DASHBOARD,2022-12-31
1477,62,AT,21,8,1.476231,RISK_DASHBOARD,2023-03-31
1478,62,AT,22,8,1.516124,RISK_DASHBOARD,2023-06-30
1479,62,AT,23,8,1.693829,RISK_DASHBOARD,2023-09-30
1480,62,AT,24,8,1.373519,RISK_DASHBOARD,2023-12-31
1481,62,AT,25,8,1.629319,RISK_DASHBOARD,2024-03-31
1482,62,AT,26,8,1.30535,RISK_DASHBOARD,2024-06-30
1483,62,AT,27,8,1.365563,RISK_DASHBOARD,2024-09-30
1484,62,AT,28,8,1.360919,RISK_DASHBOARD,2024-12-31
1485,63,BE,1,8,1.400486,RISK_DASHBOARD,2018-03-31
1486,63,BE,2,8,1.478506,RISK_DASHBOARD,2018-06-30
1487,63,BE,3,8,1.471618,RISK_DASHBOARD,2018-09-30
1488,63,BE,4,8,1.615918,RISK_DASHBOARD,2018-12-31
1489,63,BE,5,8,1.853676,RISK_DASHBOARD,2019-03-31
1490,63,BE,6,8,1.631716,RISK_DASHBOARD,2019-06-30
1491,63,BE,7,8,1.641147,RISK_DASHBOARD,2019-09-30
1492,63,BE,8,8,1.39662,RISK_DASHBOARD,2019-12-31
1493,63,BE,9,8,1.778499,RISK_DASHBOARD,2020-03-31
1494,63,BE,10,8,1.576984,RISK_DASHBOARD,2020-06-30
1495,63,BE,11,8,1.497771,RISK_DASHBOARD,2020-09-30
1496,63,BE,12,8,1.544166,RISK_DASHBOARD,2020-12-31
1497,63,BE,13,8,1.840874,RISK_DASHBOARD,2021-03-31
1498,63,BE,14,8,1.493649,RISK_DASHBOARD,2021-06-30
1499,63,BE,15,8,1.322011,RISK_DASHBOARD,2021-09-30
1500,63,BE,16,8,1.479661,RISK_DASHBOARD,2021-12-31
1501,63,BE,17,8,1.690469,RISK_DASHBOARD,2022-03-31
1502,63,BE,18,8,1.67201,RISK_DASHBOARD,2022-06-30
1503,63,BE,19,8,1.301433,RISK_DASHBOARD,2022-09-30
1504,63,BE,20,8,1.659308,RISK_DASHBOARD,2022-12-31
1505,63,BE,21,8,1.407599,RISK_DASHBOARD,2023-03-31
1506,63,BE,22,8,1.741788,RISK_DASHBOARD,2023-06-30
1507,63,BE,23,8,1.605639,RISK_DASHBOARD,2023-09-30
1508,63,BE,24,8,1.686986,RISK_DASHBOARD,2023-12-31
1509,63,BE,25,8,1.41487,RISK_DASHBOARD,2024-03-31
1510,63,BE,26,8,1.701548,RISK_DASHBOARD,2024-06-30
1511,63,BE,27,8,1.407208,RISK_DASHBOARD,2024-09-30
1512,63,BE,28,8,1.578653,RISK_DASHBOARD,2024-12-31
1513,64,CY,1,8,1.677357,RISK_DASHBOARD,2018-03-31
1514,64,CY,2,8,1.406151,RISK_DASHBOARD,2018-06-30
1515,64,CY,3,8,1.558591,RISK_DASHBOARD,2018-09-30
1516,64,CY,4,8,1.719377,RISK_DASHBOARD,2018-12-31
1517,64,CY,5,8,1.562948,RISK_DASHBOARD,2019-03-31
1518,64,CY,6,8,1.433212,RISK_DASHBOARD,2019-06-30
1519,64,CY,7,8,1.432784,RISK_DASHBOARD,2019-09-30
1520,64,CY,8,8,1.430369,RISK_DASHBOARD,2019-12-31
1521,64,CY,9,8,1.71597,RISK_DASHBOARD,2020-03-31
1522,64,CY,10,8,1.400485,RISK_DASHBOARD,2020-06-30
1523,64,CY,11,8,1.646088,RISK_DASHBOARD,2020-09-30
1524,64,CY,12,8,1.416789,RISK_DASHBOARD,2020-12-31
1525,64,CY,13,8,1.28648,RISK_DASHBOARD,2021-03-31
1526,64,CY,14,8,1.788042,RISK_DASHBOARD,2021-06-30
1527,64,CY,15,8,1.357089,RISK_DASHBOARD,2021-09-30
1528,64,CY,16,8,1.503709,RISK_DASHBOARD,2021-12-31
1529,64,CY,17,8,1.302495,RISK_DASHBOARD,2022-03-31
1530,64,CY,18,8,1.790934,RISK_DASHBOARD,2022-06-30
1531,64,CY,19,8,1.823905,RISK_DASHBOARD,2022-09-30
1532,64,CY,20,8,1.316462,RISK_DASHBOARD,2022-12-31
1533,64,CY,21,8,1.387594,RISK_DASHBOARD,2023-03-31
1534,64,CY,22,8,1.460692,RISK_DASHBOARD,2023-06-30
1535,64,CY,23,8,1.433815,RISK_DASHBOARD,2023-09-30
1536,64,CY,24,8,1.319083,RISK_DASHBOARD,2023-12-31
1537,64,CY,25,8,1.745042,RISK_DASHBOARD,2024-03-31
1538,64,CY,26,8,1.692246,RISK_DASHBOARD,2024-06-30
1539,64,CY,27,8,1.601557,RISK_DASHBOARD,2024-09-30
1540,64,CY,28,8,1.606719,RISK_DASHBOARD,2024-12-31
1541,65,DE,1,8,1.876337,RISK_DASHBOARD,2018-03-31
1542,65,DE,2,8,1.853784,RISK_DASHBOARD,2018-06-30
1543,65,DE,3,8,1.579395,RISK_DASHBOARD,2018-09-30
