COUNTRY_CODE,INDICATOR_CODE,REFERENCE_DATE,YEAR_QUARTER,VALUE
LV,LCR,2023-09-30,2023-Q3,1.48635
LV,LCR,2023-12-31,2023-Q4,1.408874
LV,LCR,2024-03-31,2024-Q1,1.874751
LV,LCR,2024-06-30,2024-Q2,1.34415
LV,LCR,2024-09-30,2024-Q3,1.777279
LV,LCR,2024-12-31,2024-Q4,1.590805
MT,LCR,2018-03-31,2018-Q1,1.871925
MT,LCR,2018-06-30,2018-Q2,1.744231
MT,LCR,2018-09-30,2018-Q3,1.515544
MT,LCR,2018-12-31,2018-Q4,1.437708
MT,LCR,2019-03-31,2019-Q1,1.573392
MT,LCR,2019-06-30,2019-Q2,1.823544
MT,LCR,2019-09-30,2019-Q3,1.742085
MT,LCR,2019-12-31,2019-Q4,1.544093
MT,LCR,2020-03-31,2020-Q1,1.496059
MT,LCR,2020-06-30,2020-Q2,1.400832
MT,LCR,2020-09-30,2020-Q3,1.497896
MT,LCR,2020-12-31,2020-Q4,1.44259
MT,LCR,2021-03-31,2021-Q1,1.662139
MT,LCR,2021-06-30,2021-Q2,1.560192
MT,LCR,2021-09-30,2021-Q3,1.327301
MT,LCR,2021-12-31,2021-Q4,1.759447
MT,LCR,2022-03-31,2022-Q1,1.629621
MT,LCR,2022-06-30,2022-Q2,1.4948
MT,LCR,2022-09-30,2022-Q3,1.381431
MT,LCR,2022-12-31,2022-Q4,1.725779
MT,LCR,2023-03-31,2023-Q1,1.42997
MT,LCR,2023-06-30,2023-Q2,1.662603
MT,LCR,2023-09-30,2023-Q3,1.837607
MT,LCR,2023-12-31,2023-Q4,1.817063
MT,LCR,2024-03-31,2024-Q1,1.649423
MT,LCR,2024-06-30,2024-Q2,1.471684
MT,LCR,2024-09-30,2024-Q3,1.881483
MT,LCR,2024-12-31,2024-Q4,1.367744
NL,LCR,2018-03-31,2018-Q1,1.457307
NL,LCR,2018-06-30,2018-Q2,1.466055
NL,LCR,2018-09-30,2018-Q3,1.471427
NL,LCR,2018-12-31,2018-Q4,1.840595
NL,LCR,2019-03-31,2019-Q1,1.791796
NL,LCR,2019-06-30,2019-Q2,1.530786
NL,LCR,2019-09-30,2019-Q3,1.862246
NL,LCR,2019-12-31,2019-Q4,1.77281
NL,LCR,2020-03-31,2020-Q1,1.777626
NL,LCR,2020-06-30,2020-Q2,1.837388
NL,LCR,2020-09-30,2020-Q3,1.320439
NL,LCR,2020-12-31,2020-Q4,1.414851
NL,LCR,2021-03-31,2021-Q1,1.449724
NL,LCR,2021-06-30,2021-Q2,1.659542
NL,LCR,2021-09-30,2021-Q3,1.87564
NL,LCR,2021-12-31,2021-Q4,1.657425
NL,LCR,2022-03-31,2022-Q1,1.48345
NL,LCR,2022-06-30,2022-Q2,1.628279
NL,LCR,2022-09-30,2022-Q3,1.342665
NL,LCR,2022-12-31,2022-Q4,1.683827
NL,LCR,2023-03-31,2023-Q1,1.888175
NL,LCR,2023-06-30,2023-Q2,1.658038
NL,LCR,2023-09-30,2023-Q3,1.51689
NL,LCR,2023-12-31,2023-Q4,1.553362
NL,LCR,2024-03-31,2024-Q1,1.690144
NL,LCR,2024-06-30,2024-Q2,1.906322
NL,LCR,2024-09-30,2024-Q3,1.53599
NL,LCR,2024-12-31,2024-Q4,1.870816
NO,LCR,2018-03-31,2018-Q1,1.829798
NO,LCR,2018-06-30,2018-Q2,1.882769
NO,LCR,2018-09-30,2018-Q3,1.72362
NO,LCR,2018-12-31,2018-Q4,1.41221
NO,LCR,2019-03-31,2019-Q1,1.406347
NO,LCR,2019-06-30,2019-Q2,1.74872
NO,LCR,2019-09-30,2019-Q3,1.521691
NO,LCR,2019-12-31,2019-Q4,1.510183
NO,LCR,2020-03-31,2020-Q1,1.462964
NO,LCR,2020-06-30,2020-Q2,1.850841
NO,LCR,2020-09-30,2020-Q3,1.448116
NO,LCR,2020-12-31,2020-Q4,1.465174
NO,LCR,2021-03-31,2021-Q1,1.654471
NO,LCR,2021-06-30,2021-Q2,1.339491
NO,LCR,2021-09-30,2021-Q3,1.779682
NO,LCR,2021-12-31,2021-Q4,1.59415
NO,LCR,2022-03-31,2022-Q1,1.682687
NO,LCR,2022-06-30,2022-Q2,1.599839
NO,LCR,2022-09-30,2022-Q3,1.429658
NO,LCR,2022-12-31,2022-Q4,1.648516
NO,LCR,2023-03-31,2023-Q1,1.34541
NO,LCR,2023-06-30,2023-Q2,1.48685
NO,LCR,2023-09-30,2023-Q3,1.463125
NO,LCR,2023-12-31,2023-Q4,1.564122
NO,LCR,2024-03-31,2024-Q1,1.653298
NO,LCR,2024-06-30,2024-Q2,1.670934
NO,LCR,2024-09-30,2024-Q3,1.62185
NO,LCR,2024-12-31,2024-Q4,1.630447
PL,LCR,2018-03-31,2018-Q1,1.465399
PL,LCR,2018-06-30,2018-Q2,1.582731
PL,LCR,2018-09-30,2018-Q3,1.502243
PL,LCR,2018-12-31,2018-Q4,1.335245
PL,LCR,2019-03-31,2019-Q1,1.559828
PL,LCR,2019-06-30,2019-Q2,1.562294
PL,LCR,2019-09-30,2019-Q3,1.549083
PL,LCR,2019-12-31,2019-Q4,1.818254
PL,LCR,2020-03-31,2020-Q1,1.46247
PL,LCR,2020-06-30,2020-Q2,1.313204
PL,LCR,2020-09-30,2020-Q3,1.393983
PL,LCR,2020-12-31,2020-Q4,1.820816
PL,LCR,2021-03-31,2021-Q1,1.5693
PL,LCR,2021-06-30,2021-Q2,1.562382
PL,LCR,2021-09-30,2021-Q3,1.455159
PL,LCR,2021-12-31,2021-Q4,1.826484
PL,LCR,2022-03-31,2022-Q1,1.822194
PL,LCR,2022-06-30,2022-Q2,1.493693
PL,LCR,2022-09-30,2022-Q3,1.648619
PL,LCR,2022-12-31,2022-Q4,1.60935
PL,LCR,2023-03-31,2023-Q1,1.418631
PL,LCR,2023-06-30,2023-Q2,1.512449
PL,LCR,2023-09-30,2023-Q3,1.857554
PL,LCR,2023-12-31,2023-Q4,1.522435
PL,LCR,2024-03-31,2024-Q1,1.400165
PL,LCR,2024-06-30,2024-Q2,1.747223
PL,LCR,2024-09-30,2024-Q3,1.337067
PL,LCR,2024-12-31,2024-Q4,1.873614
PT,LCR,2018-03-31,2018-Q1,1.902247
PT,LCR,2018-06-30,2018-Q2,1.394734
PT,LCR,2018-09-30,2018-Q3,1.452976
PT,LCR,2018-12-31,2018-Q4,1.333831
PT,LCR,2019-03-31,2019-Q1,1.6095
PT,LCR,2019-06-30,2019-Q2,1.341718
PT,LCR,2019-09-30,2019-Q3,1.694644
PT,LCR,2019-12-31,2019-Q4,1.343889
PT,LCR,2020-03-31,2020-Q1,1.738308
PT,LCR,2020-06-30,2020-Q2,1.459669
PT,LCR,2020-09-30,2020-Q3,1.687815
PT,LCR,2020-12-31,2020-Q4,1.696494
PT,LCR,2021-03-31,2021-Q1,1.848665
PT,LCR,2021-06-30,2021-Q2,1.395207
PT,LCR,2021-09-30,2021-Q3,1.660201
PT,LCR,2021-12-31,2021-Q4,1.490226
PT,LCR,2022-03-31,2022-Q1,1.754459
PT,LCR,2022-06-30,2022-Q2,1.768261
PT,LCR,2022-09-30,2022-Q3,1.419341
PT,LCR,2022-12-31,2022-Q4,1.810671
PT,LCR,2023-03-31,2023-Q1,1.407206
PT,LCR,2023-06-30,2023-Q2,1.373895
PT,LCR,2023-09-30,2023-Q3,1.330149
PT,LCR,2023-12-31,2023-Q4,1.853013
PT,LCR,2024-03-31,2024-Q1,1.355612
PT,LCR,2024-06-30,2024-Q2,1.652904
PT,LCR,2024-09-30,2024-Q3,1.849182
PT,LCR,2024-12-31,2024-Q4,1.879325
RO,LCR,2018-03-31,2018-Q1,1.322004
RO,LCR,2018-06-30,2018-Q2,1.358592
RO,LCR,2018-09-30,2018-Q3,1.600842
RO,LCR,2018-12-31,2018-Q4,1.378243
RO,LCR,2019-03-31,2019-Q1,1.821042
RO,LCR,2019-06-30,2019-Q2,1.347939
RO,LCR,2019-09-30,2019-Q3,1.509058
RO,LCR,2019-12-31,2019-Q4,1.521333
RO,LCR,2020-03-31,2020-Q1,1.375564
RO,LCR,2020-06-30,2020-Q2,1.422215
RO,LCR,2020-09-30,2020-Q3,1.383987
RO,LCR,2020-12-31,2020-Q4,1.512933
RO,LCR,2021-03-31,2021-Q1,1.876671
RO,LCR,2021-06-30,2021-Q2,1.721807
RO,LCR,2021-09-30,2021-Q3,1.338693
RO,LCR,2021-12-31,2021-Q4,1.406656
RO,LCR,2022-03-31,2022-Q1,1.468914
RO,LCR,2022-06-30,2022-Q2,1.891394
RO,LCR,2022-09-30,2022-Q3,1.776287
RO,LCR,2022-12-31,2022-Q4,1.408457
RO,LCR,2023-03-31,2023-Q1,1.744688
RO,LCR,2023-06-30,2023-Q2,1.89982
RO,LCR,2023-09-30,2023-Q3,1.44538
RO,LCR,2023-12-31,2023-Q4,1.387029
RO,LCR,2024-03-31,2024-Q1,1.394225
RO,LCR,2024-06-30,2024-Q2,1.394481
RO,LCR,2024-09-30,2024-Q3,1.578251
RO,LCR,2024-12-31,2024-Q4,1.328114
SE,LCR,2018-03-31,2018-Q1,1.714593
SE,LCR,2018-06-30,2018-Q2,1.567977
SE,LCR,2018-09-30,2018-Q3,1.503462
SE,LCR,2018-12-31,2018-Q4,1.866404
SE,LCR,2019-03-31,2019-Q1,1.75686
SE,LCR,2019-06-30,2019-Q2,1.383007
SE,LCR,2019-09-30,2019-Q3,1.460891
SE,LCR,2019-12-31,2019-Q4,1.563953
SE,LCR,2020-03-31,2020-Q1,1.73244
SE,LCR,2020-06-30,2020-Q2,1.318603
SE,LCR,2020-09-30,2020-Q3,1.369276
SE,LCR,2020-12-31,2020-Q4,1.587446
SE,LCR,2021-03-31,2021-Q1,1.411533
SE,LCR,2021-06-30,2021-Q2,1.408202
SE,LCR,2021-09-30,2021-Q3,1.786127
SE,LCR,2021-12-31,2021-Q4,1.44653
SE,LCR,2022-03-31,2022-Q1,1.678741
SE,LCR,2022-06-30,2022-Q2,1.695961
SE,LCR,2022-09-30,2022-Q3,1.634805
SE,LCR,2022-12-31,2022-Q4,1.396901
SE,LCR,2023-03-31,2023-Q1,1.680313
SE,LCR,2023-06-30,2023-Q2,1.422567
SE,LCR,2023-09-30,2023-Q3,1.595393
SE,LCR,2023-12-31,2023-Q4,1.397146
SE,LCR,2024-03-31,2024-Q1,1.356587
SE,LCR,2024-06-30,2024-Q2,1.30905
SE,LCR,2024-09-30,2024-Q3,1.588325
SE,LCR,2024-12-31,2024-Q4,1.423408
SI,LCR,2018-03-31,2018-Q1,1.389743
SI,LCR,2018-06-30,2018-Q2,1.595676
SI,LCR,2018-09-30,2018-Q3,1.299377
SI,LCR,2018-12-31,2018-Q4,1.756227
SI,LCR,2019-03-31,2019-Q1,1.420705
SI,LCR,2019-06-30,2019-Q2,1.443262
SI,LCR,2019-09-30,2019-Q3,1.385857
SI,LCR,2019-12-31,2019-Q4,1.62112
SI,LCR,2020-03-31,2020-Q1,1.835187
SI,LCR,2020-06-30,2020-Q2,1.536848
SI,LCR,2020-09-30,2020-Q3,1.388726
SI,LCR,2020-12-31,2020-Q4,1.46543
SI,LCR,2021-03-31,2021-Q1,1.313831
SI,LCR,2021-06-30,2021-Q2,1.461081
SI,LCR,2021-09-30,2021-Q3,1.299434
SI,LCR,2021-12-31,2021-Q4,1.69259
SI,LCR,2022-03-31,2022-Q1,1.463238
SI,LCR,2022-06-30,2022-Q2,1.600565
SI,LCR,2022-09-30,2022-Q3,1.822895
SI,LCR,2022-12-31,2022-Q4,1.835098
SI,LCR,2023-03-31,2023-Q1,1.553269
SI,LCR,2023-06-30,2023-Q2,1.552501
SI,LCR,2023-09-30,2023-Q3,1.442551
SI,LCR,2023-12-31,2023-Q4,1.383305
SI,LCR,2024-03-31,2024-Q1,1.621431
SI,LCR,2024-06-30,2024-Q2,1.471
SI,LCR,2024-09-30,2024-Q3,1.31093
SI,LCR,2024-12-31,2024-Q4,1.649262
SK,LCR,2018-03-31,2018-Q1,1.63596
SK,LCR,2018-06-30,2018-Q2,1.701204
SK,LCR,2018-09-30,2018-Q3,1.310563
SK,LCR,2018-12-31,2018-Q4,1.411072
SK,LCR,2019-03-31,2019-Q1,1.558085
SK,LCR,2019-06-30,2019-Q2,1.493957
SK,LCR,2019-09-30,2019-Q3,1.575223
SK,LCR,2019-12-31,2019-Q4,1.63864
SK,LCR,2020-03-31,2020-Q1,1.680315
SK,LCR,2020-06-30,2020-Q2,1.733127
SK,LCR,2020-09-30,2020-Q3,1.664996
SK,LCR,2020-12-31,2020-Q4,1.707163
SK,LCR,2021-03-31,2021-Q1,1.299649
SK,LCR,2021-06-30,2021-Q2,1.875604
SK,LCR,2021-09-30,2021-Q3,1.383849
SK,LCR,2021-12-31,2021-Q4,1.889167
SK,LCR,2022-03-31,2022-Q1,1.302738
SK,LCR,2022-06-30,2022-Q2,1.722875
SK,LCR,2022-09-30,2022-Q3,1.873775
SK,LCR,2022-12-31,2022-Q4,1.502912
SK,LCR,2023-03-31,2023-Q1,1.816919
SK,LCR,2023-06-30,2023-Q2,1.707832
SK,LCR,2023-09-30,2023-Q3,1.619199
SK,LCR,2023-12-31,2023-Q4,1.445213
SK,LCR,2024-03-31,2024-Q1,1.694032
SK,LCR,2024-06-30,2024-Q2,1.619429
SK,LCR,2024-09-30,2024-Q3,1.816019
SK,LCR,2024-12-31,2024-Q4,1.505985
AT,LEV_RATIO,2018-03-31,2018-Q1,0.056352
AT,LEV_RATIO,2018-06-30,2018-Q2,0.066071
AT,LEV_RATIO,2018-09-30,2018-Q3,0.049038
AT,LEV_RATIO,2018-12-31,2018-Q4,0.068777
AT,LEV_RATIO,2019-03-31,2019-Q1,0.053884
AT,LEV_RATIO,2019-06-30,2019-Q2,0.070358
AT,LEV_RATIO,2019-09-30,2019-Q3,0.062812
AT,LEV_RATIO,2019-12-31,2019-Q4,0.055457
AT,LEV_RATIO,2020-03-31,2020-Q1,0.068271
AT,LEV_RATIO,2020-06-30,2020-Q2,0.061234
AT,LEV_RATIO,2020-09-30,2020-Q3,0.060723
AT,LEV_RATIO,2020-12-31,2020-Q4,0.056344
AT,LEV_RATIO,2021-03-31,2021-Q1,0.061818
AT,LEV_RATIO,2021-06-30,2021-Q2,0.069981
AT,LEV_RATIO,2021-09-30,2021-Q3,0.051457
AT,LEV_RATIO,2021-12-31,2021-Q4,0.060639
AT,LEV_RATIO,2022-03-31,2022-Q1,0.064151
AT,LEV_RATIO,2022-06-30,2022-Q2,0.054608
AT,LEV_RATIO,2022-09-30,2022-Q3,0.071041
AT,LEV_RATIO,2022-12-31,2022-Q4,0.06213
AT,LEV_RATIO,2023-03-31,2023-Q1,0.07024
AT,LEV_RATIO,2023-06-30,2023-Q2,0.069166
AT,LEV_RATIO,2023-09-30,2023-Q3,0.050552
AT,LEV_RATIO,2023-12-31,2023-Q4,0.054337
AT,LEV_RATIO,2024-03-31,2024-Q1,0.063432
AT,LEV_RATIO,2024-06-30,2024-Q2,0.052462
AT,LEV_RATIO,2024-09-30,2024-Q3,0.048901
AT,LEV_RATIO,2024-12-31,2024-Q4,0.060735
BE,LEV_RATIO,2018-03-31,2018-Q1,0.042722
BE,LEV_RATIO,2018-06-30,2018-Q2,0.039569
BE,LEV_RATIO,2018-09-30,2018-Q3,0.039058
BE,LEV_RATIO,2018-12-31,2018-Q4,0.045582
BE,LEV_RATIO,2019-03-31,2019-Q1,0.046516
BE,LEV_RATIO,2019-06-30,2019-Q2,0.041644
BE,LEV_RATIO,2019-09-30,2019-Q3,0.056084
BE,LEV_RATIO,2019-12-31,2019-Q4,0.048118
BE,LEV_RATIO,2020-03-31,2020-Q1,0.050322
BE,LEV_RATIO,2020-06-30,2020-Q2,0.051102
BE,LEV_RATIO,2020-09-30,2020-Q3,0.038465
BE,LEV_RATIO,2020-12-31,2020-Q4,0.035743
BE,LEV_RATIO,2021-03-31,2021-Q1,0.036427
BE,LEV_RATIO,2021-06-30,2021-Q2,0.052131
BE,LEV_RATIO,2021-09-30,2021-Q3,0.057017
BE,LEV_RATIO,2021-12-31,2021-Q4,0.044691
BE,LEV_RATIO,2022-03-31,2022-Q1,0.03816
BE,LEV_RATIO,2022-06-30,2022-Q2,0.047885
BE,LEV_RATIO,2022-09-30,2022-Q3,0.04745
BE,LEV_RATIO,2022-12-31,2022-Q4,0.040572
BE,LEV_RATIO,2023-03-31,2023-Q1,0.036016
BE,LEV_RATIO,2023-06-30,2023-Q2,0.054775
BE,LEV_RATIO,2023-09-30,2023-Q3,0.046125
BE,LEV_RATIO,2023-12-31,2023-Q4,0.03693
BE,LEV_RATIO,2024-03-31,2024-Q1,0.034296
BE,LEV_RATIO,2024-06-30,2024-Q2,0.054653
BE,LEV_RATIO,2024-09-30,2024-Q3,0.036891
BE,LEV_RATIO,2024-12-31,2024-Q4,0.036899
CY,LEV_RATIO,2018-03-31,2018-Q1,0.048575
CY,LEV_RATIO,2018-06-30,2018-Q2,0.028974
CY,LEV_RATIO,2018-09-30,2018-Q3,0.051497
CY,LEV_RATIO,2018-12-31,2018-Q4,0.047942
CY,LEV_RATIO,2019-03-31,2019-Q1,0.037987
CY,LEV_RATIO,2019-06-30,2019-Q2,0.038454
CY,LEV_RATIO,2019-09-30,2019-Q3,0.033749
CY,LEV_RATIO,2019-12-31,2019-Q4,0.037326
CY,LEV_RATIO,2020-03-31,2020-Q1,0.033737
CY,LEV_RATIO,2020-06-30,2020-Q2,0.046011
CY,LEV_RATIO,2020-09-30,2020-Q3,0.03137
CY,LEV_RATIO,2020-12-31,2020-Q4,0.04414
CY,LEV_RATIO,2021-03-31,2021-Q1,0.039352
CY,LEV_RATIO,2021-06-30,2021-Q2,0.038977
CY,LEV_RATIO,2021-09-30,2021-Q3,0.03072
CY,LEV_RATIO,2021-12-31,2021-Q4,0.046253
CY,LEV_RATIO,2022-03-31,2022-Q1,0.051262
CY,LEV_RATIO,2022-06-30,2022-Q2,0.051616
CY,LEV_RATIO,2022-09-30,2022-Q3,0.036421
CY,LEV_RATIO,2022-12-31,2022-Q4,0.045822
CY,LEV_RATIO,2023-03-31,2023-Q1,0.036096
CY,LEV_RATIO,2023-06-30,2023-Q2,0.032036
CY,LEV_RATIO,2023-09-30,2023-Q3,0.049869
CY,LEV_RATIO,2023-12-31,2023-Q4,0.039584
CY,LEV_RATIO,2024-03-31,2024-Q1,0.044202
CY,LEV_RATIO,2024-06-30,2024-Q2,0.052133
CY,LEV_RATIO,2024-09-30,2024-Q3,0.043971
CY,LEV_RATIO,2024-12-31,2024-Q4,0.044819
DE,LEV_RATIO,2018-03-31,2018-Q1,0.053218
DE,LEV_RATIO,2018-06-30,2018-Q2,0.060509
DE,LEV_RATIO,2018-09-30,2018-Q3,0.06063
DE,LEV_RATIO,2018-12-31,2018-Q4,0.068886
DE,LEV_RATIO,2019-03-31,2019-Q1,0.068639
DE,LEV_RATIO,2019-06-30,2019-Q2,0.070101
DE,LEV_RATIO,2019-09-30,2019-Q3,0.054492
DE,LEV_RATIO,2019-12-31,2019-Q4,0.059244
DE,LEV_RATIO,2020-03-31,2020-Q1,0.057836
DE,LEV_RATIO,2020-06-30,2020-Q2,0.073095
DE,LEV_RATIO,2020-09-30,2020-Q3,0.056501
DE,LEV_RATIO,2020-12-31,2020-Q4,0.058875
DE,LEV_RATIO,2021-03-31,2021-Q1,0.060323
DE,LEV_RATIO,2021-06-30,2021-Q2,0.059975
DE,LEV_RATIO,2021-09-30,2021-Q3,0.061601
DE,LEV_RATIO,2021-12-31,2021-Q4,0.067533
DE,LEV_RATIO,2022-03-31,2022-Q1,0.061948
DE,LEV_RATIO,2022-06-30,2022-Q2,0.067417
DE,LEV_RATIO,2022-09-30,2022-Q3,0.052161
DE,LEV_RATIO,2022-12-31,2022-Q4,0.05026
DE,LEV_RATIO,2023-03-31,2023-Q1,0.072308
DE,LEV_RATIO,2023-06-30,2023-Q2,0.064091
DE,LEV_RATIO,2023-09-30,2023-Q3,0.051077
DE,LEV_RATIO,2023-12-31,2023-Q4,0.063037
DE,LEV_RATIO,2024-03-31,2024-Q1,0.051426
DE,LEV_RATIO,2024-06-30,2024-Q2,0.06588
DE,LEV_RATIO,2024-09-30,2024-Q3,0.053073
DE,LEV_RATIO,2024-12-31,2024-Q4,0.06086
DK,LEV_RATIO,2018-03-31,2018-Q1,0.077895
DK,LEV_RATIO,2018-06-30,2018-Q2,0.080514
DK,LEV_RATIO,2018-09-30,2018-Q3,0.083413
DK,LEV_RATIO,2018-12-31,2018-Q4,0.082316
DK,LEV_RATIO,2019-03-31,2019-Q1,0.077673
DK,LEV_RATIO,2019-06-30,2019-Q2,0.067825
DK,LEV_RATIO,2019-09-30,2019-Q3,0.080931
DK,LEV_RATIO,2019-12-31,2019-Q4,0.073464
DK,LEV_RATIO,2020-03-31,2020-Q1,0.076646
DK,LEV_RATIO,2020-06-30,2020-Q2,0.077848
DK,LEV_RATIO,2020-09-30,2020-Q3,0.083341
DK,LEV_RATIO,2020-12-31,2020-Q4,0.076629
DK,LEV_RATIO,2021-03-31,2021-Q1,0.075484
DK,LEV_RATIO,2021-06-30,2021-Q2,0.077643
DK,LEV_RATIO,2021-09-30,2021-Q3,0.080998
DK,LEV_RATIO,2021-12-31,2021-Q4,0.072421
DK,LEV_RATIO,2022-03-31,2022-Q1,0.071997
DK,LEV_RATIO,2022-06-30,2022-Q2,0.062153
DK,LEV_RATIO,2022-09-30,2022-Q3,0.075989
DK,LEV_RATIO,2022-12-31,2022-Q4,0.066244
DK,LEV_RATIO,2023-03-31,2023-Q1,0.063931
DK,LEV_RATIO,2023-06-30,2023-Q2,0.068772
DK,LEV_RATIO,2023-09-30,2023-Q3,0.080667
DK,LEV_RATIO,2023-12-31,2023-Q4,0.082522
DK,LEV_RATIO,2024-03-31,2024-Q1,0.078237
DK,LEV_RATIO,2024-06-30,2024-Q2,0.083629
DK,LEV_RATIO,2024-09-30,2024-Q3,0.075093
DK,LEV_RATIO,2024-12-31,2024-Q4,0.082914
ES,LEV_RATIO,2018-03-31,2018-Q1,0.068726
ES,LEV_RATIO,2018-06-30,2018-Q2,0.07648
ES,LEV_RATIO,2018-09-30,2018-Q3,0.07677
ES,LEV_RATIO,2018-12-31,2018-Q4,0.054511
ES,LEV_RATIO,2019-03-31,2019-Q1,0.054571
ES,LEV_RATIO,2019-06-30,2019-Q2,0.070091
ES,LEV_RATIO,2019-09-30,2019-Q3,0.05674
ES,LEV_RATIO,2019-12-31,2019-Q4,0.076016
ES,LEV_RATIO,2020-03-31,2020-Q1,0.058078
ES,LEV_RATIO,2020-06-30,2020-Q2,0.069705
ES,LEV_RATIO,2020-09-30,2020-Q3,0.075975
ES,LEV_RATIO,2020-12-31,2020-Q4,0.054756
ES,LEV_RATIO,2021-03-31,2021-Q1,0.054181
ES,LEV_RATIO,2021-06-30,2021-Q2,0.067036
ES,LEV_RATIO,2021-09-30,2021-Q3,0.075248
ES,LEV_RATIO,2021-12-31,2021-Q4,0.061997
ES,LEV_RATIO,2022-03-31,2022-Q1,0.072414
ES,LEV_RATIO,2022-06-30,2022-Q2,0.070285
ES,LEV_RATIO,2022-09-30,2022-Q3,0.054247
ES,LEV_RATIO,2022-12-31,2022-Q4,0.067903
ES,LEV_RATIO,2023-03-31,2023-Q1,0.053563
ES,LEV_RATIO,2023-06-30,2023-Q2,0.057838
ES,LEV_RATIO,2023-09-30,2023-Q3,0.059774
ES,LEV_RATIO,2023-12-31,2023-Q4,0.055285
ES,LEV_RATIO,2024-03-31,2024-Q1,0.075198
ES,LEV_RATIO,2024-06-30,2024-Q2,0.057332
ES,LEV_RATIO,2024-09-30,2024-Q3,0.059239
ES,LEV_RATIO,2024-12-31,2024-Q4,0.071027
EU,LEV_RATIO,2018-03-31,2018-Q1,0.064075
EU,LEV_RATIO,2018-06-30,2018-Q2,0.057819
EU,LEV_RATIO,2018-09-30,2018-Q3,0.050445
EU,LEV_RATIO,2018-12-31,2018-Q4,0.066748
EU,LEV_RATIO,2019-03-31,2019-Q1,0.052174
EU,LEV_RATIO,2019-06-30,2019-Q2,0.058072
EU,LEV_RATIO,2019-09-30,2019-Q3,0.051695
EU,LEV_RATIO,2019-12-31,2019-Q4,0.050252
EU,LEV_RATIO,2020-03-31,2020-Q1,0.054149
EU,LEV_RATIO,2020-06-30,2020-Q2,0.064234
EU,LEV_RATIO,2020-09-30,2020-Q3,0.0589
EU,LEV_RATIO,2020-12-31,2020-Q4,0.050278
EU,LEV_RATIO,2021-03-31,2021-Q1,0.060701
EU,LEV_RATIO,2021-06-30,2021-Q2,0.065571
EU,LEV_RATIO,2021-09-30,2021-Q3,0.051317
EU,LEV_RATIO,2021-12-31,2021-Q4,0.065006
EU,LEV_RATIO,2022-03-31,2022-Q1,0.055208
EU,LEV_RATIO,2022-06-30,2022-Q2,0.059504
EU,LEV_RATIO,2022-09-30,2022-Q3,0.043765
EU,LEV_RATIO,2022-12-31,2022-Q4,0.050997
EU,LEV_RATIO,2023-03-31,2023-Q1,0.066734
EU,LEV_RATIO,2023-06-30,2023-Q2,0.052403
EU,LEV_RATIO,2023-09-30,2023-Q3,0.052947
EU,LEV_RATIO,2023-12-31,2023-Q4,0.061411
EU,LEV_RATIO,2024-03-31,2024-Q1,0.047016
EU,LEV_RATIO,2024-06-30,2024-Q2,0.05056
EU,LEV_RATIO,2024-09-30,2024-Q3,0.060383
EU,LEV_RATIO,2024-12-31,2024-Q4,0.053967
FI,LEV_RATIO,2018-03-31,2018-Q1,0.061764
FI,LEV_RATIO,2018-06-30,2018-Q2,0.077733
FI,LEV_RATIO,2018-09-30,2018-Q3,0.06624
FI,LEV_RATIO,2018-12-31,2018-Q4,0.057041
FI,LEV_RATIO,2019-03-31,2019-Q1,0.060121
FI,LEV_RATIO,2019-06-30,2019-Q2,0.07698
FI,LEV_RATIO,2019-09-30,2019-Q3,0.063804
FI,LEV_RATIO,2019-12-31,2019-Q4,0.07956
FI,LEV_RATIO,2020-03-31,2020-Q1,0.056662
FI,LEV_RATIO,2020-06-30,2020-Q2,0.064438
FI,LEV_RATIO,2020-09-30,2020-Q3,0.064304
FI,LEV_RATIO,2020-12-31,2020-Q4,0.06071
FI,LEV_RATIO,2021-03-31,2021-Q1,0.072968
FI,LEV_RATIO,2021-06-30,2021-Q2,0.062281
FI,LEV_RATIO,2021-09-30,2021-Q3,0.05982
FI,LEV_RATIO,2021-12-31,2021-Q4,0.056393
FI,LEV_RATIO,2022-03-31,2022-Q1,0.072517
FI,LEV_RATIO,2022-06-30,2022-Q2,0.073005
FI,LEV_RATIO,2022-09-30,2022-Q3,0.056012
FI,LEV_RATIO,2022-12-31,2022-Q4,0.067545
FI,LEV_RATIO,2023-03-31,2023-Q1,0.066543
FI,LEV_RATIO,2023-06-30,2023-Q2,0.060812
FI,LEV_RATIO,2023-09-30,2023-Q3,0.076157
FI,LEV_RATIO,2023-12-31,2023-Q4,0.07413
FI,LEV_RATIO,2024-03-31,2024-Q1,0.075056
FI,LEV_RATIO,2024-06-30,2024-Q2,0.060735
FI,LEV_RATIO,2024-09-30,2024-Q3,0.068194
FI,LEV_RATIO,2024-12-31,2024-Q4,0.070337
FR,LEV_RATIO,2018-03-31,2018-Q1,0.042339
FR,LEV_RATIO,2018-06-30,2018-Q2,0.044126
FR,LEV_RATIO,2018-09-30,2018-Q3,0.035847
FR,LEV_RATIO,2018-12-31,2018-Q4,0.048783
FR,LEV_RATIO,2019-03-31,2019-Q1,0.035868
FR,LEV_RATIO,2019-06-30,2019-Q2,0.052793
FR,LEV_RATIO,2019-09-30,2019-Q3,0.031323
FR,LEV_RATIO,2019-12-31,2019-Q4,0.038385
FR,LEV_RATIO,2020-03-31,2020-Q1,0.031248
